ID,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio
202,Existing Customer,38,F,3,Uneducated,Single,Less than $40K,Blue,33,5,3,2,2206,2018,188,0.648,1739,35,0.667,0.915
203,Existing Customer,51,F,3,High School,Single,Unknown,Blue,46,4,1,4,2286,1641,645,0.947,4321,89,0.712,0.718
204,Existing Customer,51,F,1,High School,Single,Less than $40K,Blue,47,4,3,1,1438.3,0,1438.3,0.826,4242,70,0.458,0
205,Existing Customer,39,M,1,Graduate,Married,$40K - $60K,Blue,35,5,3,4,6690,1884,4806,0.791,1734,39,0.625,0.282
206,Existing Customer,54,F,3,Uneducated,Married,$40K - $60K,Blue,49,3,1,3,1626,0,1626,0.664,4830,87,0.642,0
207,Existing Customer,40,F,4,College,Married,Less than $40K,Blue,36,6,1,2,1438.3,0,1438.3,0.785,3308,54,1,0
208,Existing Customer,45,F,3,Graduate,Married,Unknown,Blue,41,5,4,2,2777,2118,659,1.036,4442,64,0.829,0.763
209,Existing Customer,50,F,2,High School,Single,Less than $40K,Blue,46,5,3,2,8708,996,7712,0.527,3927,60,0.935,0.114
210,Existing Customer,34,F,1,College,Married,Less than $40K,Blue,30,3,3,3,2617,1010,1607,0.659,2003,47,0.679,0.386
211,Attrited Customer,47,M,4,Unknown,Unknown,$80K - $120K,Blue,42,1,4,1,7953,0,7953,1.031,8670,74,0.574,0
212,Attrited Customer,50,F,1,Post-Graduate,Single,$40K - $60K,Blue,46,1,3,3,1493,932,561,0.466,1554,43,0.344,0.624
213,Existing Customer,38,M,3,Graduate,Married,$60K - $80K,Blue,34,6,3,3,5323,2301,3022,0.68,1783,33,0.65,0.432
214,Existing Customer,41,M,3,Unknown,Married,$80K - $120K,Blue,37,5,3,3,16954,1588,15366,0.878,3411,60,0.875,0.094
215,Existing Customer,42,F,5,Unknown,Married,Less than $40K,Blue,37,5,2,3,2541,1398,1143,0.635,4698,88,0.833,0.55
216,Existing Customer,52,M,5,Graduate,Single,$80K - $120K,Blue,47,3,1,1,2047,665,1382,0.605,3452,66,0.692,0.325
217,Attrited Customer,52,M,2,Graduate,Single,$80K - $120K,Blue,48,6,2,4,34516,0,34516,0.539,1661,40,0.6,0
218,Existing Customer,44,F,4,High School,Divorced,Less than $40K,Blue,39,5,1,4,9235,1796,7439,0.958,1739,42,0.448,0.194
219,Existing Customer,47,M,3,Graduate,Unknown,Less than $40K,Blue,43,1,3,3,2781,1950,831,0.98,9331,93,0.5,0.701
220,Existing Customer,50,F,2,Post-Graduate,Single,Less than $40K,Blue,45,2,3,2,1529,710,819,0.657,4751,81,0.884,0.464
221,Existing Customer,43,M,2,Graduate,Married,$80K - $120K,Blue,38,2,1,2,34516,0,34516,0.674,14160,124,0.771,0
222,Existing Customer,53,F,2,Graduate,Single,Less than $40K,Blue,48,3,2,2,3685,0,3685,0.762,4012,59,0.639,0
223,Existing Customer,45,M,2,Graduate,Married,$40K - $60K,Blue,41,5,2,2,8532,2165,6367,0.707,3242,63,0.75,0.254
224,Existing Customer,47,M,2,College,Married,$40K - $60K,Blue,43,3,4,1,7106,736,6370,0.687,5192,75,0.562,0.104
225,Existing Customer,52,F,4,Uneducated,Divorced,Unknown,Blue,48,5,5,2,1438.3,771,667.3,0.652,5053,74,0.947,0.536
226,Attrited Customer,60,F,0,High School,Married,Unknown,Blue,55,4,1,3,5549,0,5549,0.703,2412,38,0.52,0
227,Attrited Customer,41,M,2,Graduate,Single,$120K +,Blue,37,5,3,4,27742,2517,25225,0.835,8646,85,0.977,0.091
228,Existing Customer,53,M,4,College,Single,$80K - $120K,Silver,48,5,1,2,34516,800,33716,0.804,3819,72,0.6,0.023
229,Existing Customer,46,F,3,Graduate,Single,$40K - $60K,Blue,41,5,2,4,7457,0,7457,0.717,3162,64,0.73,0
230,Existing Customer,46,F,2,Post-Graduate,Married,Less than $40K,Blue,41,3,1,3,2552,1879,673,0.888,4153,79,0.795,0.736
231,Existing Customer,48,F,4,High School,Married,Unknown,Blue,44,1,2,1,2625,2517,108,0.702,4378,81,0.884,0.959
232,Existing Customer,45,F,3,High School,Married,Less than $40K,Blue,40,5,2,3,1603,0,1603,0.467,4041,66,0.571,0
233,Existing Customer,64,F,1,Graduate,Single,$40K - $60K,Blue,56,5,2,4,5152,948,4204,0.953,4074,72,1.057,0.184
234,Existing Customer,39,M,1,High School,Married,$120K +,Blue,34,4,2,2,3250,1698,1552,0.767,2006,58,0.568,0.522
235,Existing Customer,43,F,5,Graduate,Single,Less than $40K,Blue,38,6,2,2,1438.3,604,834.3,0.771,4469,85,0.932,0.42
236,Existing Customer,58,M,2,College,Married,$120K +,Blue,53,2,3,0,24407,2395,22012,1.071,2311,48,0.714,0.098
237,Existing Customer,43,F,2,Graduate,Single,$40K - $60K,Silver,39,3,1,2,18524,1736,16788,0.762,4496,64,0.882,0.094
238,Existing Customer,45,F,4,Graduate,Married,Less than $40K,Silver,40,2,5,2,10677,0,10677,0.905,8637,94,0.808,0
239,Existing Customer,49,F,3,Graduate,Single,Less than $40K,Blue,44,3,3,2,4364,1507,2857,1.05,1392,38,1.375,0.345
240,Existing Customer,42,M,5,Uneducated,Married,$80K - $120K,Blue,37,6,2,2,22913,1528,21385,0.414,1394,35,0.522,0.067
241,Existing Customer,52,M,0,College,Married,$120K +,Gold,47,2,1,1,34516,1464,33052,0.689,7690,87,0.673,0.042
242,Existing Customer,45,M,4,High School,Married,$80K - $120K,Blue,40,6,2,3,6366,1344,5022,0.492,3258,58,0.758,0.211
243,Existing Customer,43,M,3,Unknown,Single,$40K - $60K,Blue,38,6,1,1,2615,0,2615,0.589,1395,34,0.259,0
244,Existing Customer,41,F,3,High School,Married,$40K - $60K,Blue,36,4,1,2,9797,1434,8363,0.644,1503,34,0.478,0.146
245,Existing Customer,59,F,2,Uneducated,Single,Less than $40K,Blue,54,5,1,2,9344,1334,8010,0.375,4154,60,0.818,0.143
246,Existing Customer,46,M,5,High School,Married,$120K +,Blue,42,1,1,3,32926,1540,31386,0.862,8231,98,0.556,0.047
247,Existing Customer,26,F,0,Uneducated,Single,Less than $40K,Blue,20,4,3,4,1438.3,0,1438.3,0.764,2731,39,0.5,0
248,Attrited Customer,45,F,2,Graduate,Married,Less than $40K,Blue,40,6,3,3,5848,2517,3331,0.561,2000,32,0.28,0.43
249,Attrited Customer,42,F,4,College,Married,$40K - $60K,Blue,37,3,3,1,4139,0,4139,0.547,2232,41,0.464,0
250,Existing Customer,46,M,2,Graduate,Divorced,$60K - $80K,Blue,41,2,2,3,7064,1234,5830,0.955,13791,103,0.585,0.175
251,Existing Customer,48,F,4,Post-Graduate,Unknown,Less than $40K,Blue,43,4,1,3,2357,1462,895,0.734,4534,75,1.027,0.62
252,Existing Customer,49,M,4,Unknown,Married,$80K - $120K,Blue,44,2,3,3,12174,1361,10813,1.048,14743,121,0.729,0.112
253,Existing Customer,54,F,3,Graduate,Married,Less than $40K,Blue,49,1,1,2,2598,1343,1255,0.637,4692,86,0.72,0.517
254,Existing Customer,26,M,0,Graduate,Single,Less than $40K,Blue,21,4,3,2,1585,1535,50,0.462,2299,49,0.485,0.968
255,Existing Customer,50,F,1,College,Single,Less than $40K,Blue,45,4,2,4,4785,1965,2820,0.8,3651,59,0.553,0.411
256,Attrited Customer,44,F,4,Graduate,Unknown,Less than $40K,Blue,39,1,4,2,3017,1868,1149,0.722,2096,50,0.471,0.619
257,Existing Customer,39,M,3,College,Divorced,$40K - $60K,Blue,34,3,3,2,2503,2185,318,0.5,4157,58,0.758,0.873
258,Existing Customer,50,M,4,Unknown,Married,$80K - $120K,Blue,45,2,1,3,34516,1466,33050,0.693,7223,87,0.611,0.042
259,Existing Customer,55,F,1,High School,Single,$40K - $60K,Blue,46,5,3,4,5379,962,4417,0.827,1778,40,0.29,0.179
260,Existing Customer,53,M,5,Unknown,Married,$80K - $120K,Blue,48,6,1,0,9517,1869,7648,0.821,1453,26,0.857,0.196
261,Existing Customer,35,F,3,Doctorate,Married,Less than $40K,Blue,30,5,2,2,3976,1789,2187,0.931,4419,75,0.829,0.45
262,Existing Customer,46,M,2,High School,Single,$40K - $60K,Blue,41,3,3,2,3150,1543,1607,0.998,3432,71,0.972,0.49
263,Existing Customer,44,F,4,College,Single,$40K - $60K,Silver,39,2,1,3,17077,2179,14898,0.738,7391,75,0.705,0.128
264,Existing Customer,43,F,2,High School,Single,$40K - $60K,Blue,38,4,2,2,5070,0,5070,0.67,4193,67,0.811,0
265,Existing Customer,32,M,0,Graduate,Single,Unknown,Blue,27,6,3,3,9238,0,9238,0.809,2522,68,0.478,0
266,Attrited Customer,57,M,3,Graduate,Single,$120K +,Blue,52,6,4,3,34516,1000,33516,0.694,1777,37,0.542,0.029
267,Existing Customer,41,M,2,High School,Divorced,$80K - $120K,Blue,36,6,2,2,1636,986,650,0.833,4695,73,0.872,0.603
268,Attrited Customer,44,F,2,Graduate,Married,Unknown,Blue,39,6,3,3,5666,2386,3280,0.564,1981,42,1,0.421
269,Existing Customer,50,M,0,High School,Single,$120K +,Silver,45,5,2,3,14938,2303,12635,0.804,949,27,2,0.154
270,Existing Customer,56,M,1,Graduate,Single,$80K - $120K,Blue,51,2,3,1,16835,897,15938,0.767,4059,80,0.778,0.053
271,Attrited Customer,44,F,5,Graduate,Unknown,Less than $40K,Blue,39,6,3,2,1545,0,1545,0.749,2646,39,0.444,0
272,Existing Customer,46,F,3,Graduate,Single,$40K - $60K,Blue,41,4,5,3,3492,1546,1946,1.135,3043,53,1.038,0.443
273,Attrited Customer,38,M,2,Unknown,Single,$60K - $80K,Blue,33,2,3,2,12871,0,12871,0.598,2413,53,0.606,0
274,Attrited Customer,46,F,2,Graduate,Unknown,Less than $40K,Blue,40,5,2,2,6568,0,6568,0.101,1507,33,0.222,0
275,Existing Customer,54,F,4,Post-Graduate,Married,Less than $40K,Blue,49,3,3,2,2802,2219,583,0.796,5924,88,0.63,0.792
276,Existing Customer,42,M,3,Graduate,Single,$60K - $80K,Blue,37,2,3,1,17887,1821,16066,0.687,14544,116,1.148,0.102
277,Existing Customer,40,F,3,Uneducated,Divorced,Less than $40K,Blue,35,2,3,3,4772,2004,2768,0.696,14748,118,0.761,0.42
278,Existing Customer,52,M,3,Graduate,Single,$80K - $120K,Blue,47,1,3,3,25410,0,25410,0.559,5472,70,0.591,0
279,Attrited Customer,38,M,2,Uneducated,Single,$80K - $120K,Blue,33,1,4,4,32938,2089,30849,0.72,1137,26,0.238,0.063
280,Existing Customer,48,M,4,Unknown,Married,$60K - $80K,Blue,43,5,3,3,8737,1629,7108,0.618,3876,55,0.774,0.186
281,Existing Customer,39,F,2,Graduate,Married,Less than $40K,Blue,34,4,3,4,2594,0,2594,0.526,1457,43,0.387,0
282,Existing Customer,54,M,1,Unknown,Single,$80K - $120K,Blue,49,2,3,3,28570,2027,26543,0.749,15130,102,0.759,0.071
283,Existing Customer,43,M,1,Post-Graduate,Single,$60K - $80K,Blue,38,4,2,3,2387,1482,905,0.868,3909,67,0.675,0.621
284,Existing Customer,49,M,3,Unknown,Unknown,$120K +,Blue,44,5,2,2,21620,2008,19612,0.691,1300,33,0.5,0.093
285,Existing Customer,42,F,3,College,Married,Less than $40K,Blue,37,5,4,2,2238,1693,545,0.714,5339,86,0.458,0.756
286,Existing Customer,47,F,5,Graduate,Single,Less than $40K,Blue,42,4,2,4,2224,1106,1118,0.501,1698,41,0.367,0.497
287,Existing Customer,43,F,3,Graduate,Married,Less than $40K,Blue,38,2,2,2,1530,0,1530,0.642,5138,84,0.68,0
288,Existing Customer,57,M,1,Doctorate,Married,$80K - $120K,Blue,52,3,2,3,10378,1540,8838,0.547,1306,32,0.28,0.148
289,Existing Customer,44,M,3,Graduate,Unknown,$60K - $80K,Blue,39,5,4,3,2991,642,2349,0.76,4646,62,0.55,0.215
290,Existing Customer,49,F,2,Unknown,Single,Less than $40K,Blue,44,5,2,3,9797,998,8799,0.886,15013,116,0.841,0.102
291,Existing Customer,63,M,0,College,Single,$80K - $120K,Blue,56,6,2,2,9033,0,9033,0.78,4456,85,0.635,0
292,Existing Customer,34,M,2,Unknown,Married,$40K - $60K,Blue,29,3,2,2,3436,1650,1786,0.788,1972,37,0.947,0.48
293,Existing Customer,42,M,3,Uneducated,Married,$40K - $60K,Blue,37,2,3,3,4960,1724,3236,0.879,8218,88,0.913,0.348
294,Existing Customer,46,M,5,High School,Single,$60K - $80K,Blue,41,3,3,4,7478,1775,5703,0.54,4042,79,0.491,0.237
295,Existing Customer,46,F,2,Graduate,Single,Less than $40K,Blue,41,5,3,0,4745,1270,3475,0.93,1519,31,0.938,0.268
296,Existing Customer,34,F,3,Unknown,Married,$40K - $60K,Blue,29,3,2,4,1569,909,660,1.288,2169,48,1.182,0.579
297,Existing Customer,62,M,0,Graduate,Divorced,$60K - $80K,Blue,56,1,3,3,6103,2517,3586,0.74,8080,92,0.704,0.412
298,Existing Customer,47,F,4,Graduate,Married,Unknown,Blue,42,4,1,3,16349,1925,14424,0.833,16207,114,0.81,0.118
299,Existing Customer,31,M,1,Unknown,Single,$40K - $60K,Blue,26,4,1,2,2037,0,2037,0.88,2563,64,0.641,0
300,Existing Customer,52,F,3,Graduate,Married,Less than $40K,Blue,47,4,4,2,2577,879,1698,0.74,5021,75,0.744,0.341
301,Existing Customer,43,M,4,Graduate,Unknown,$40K - $60K,Blue,38,5,1,3,3771,0,3771,0.675,14662,125,0.667,0
302,Existing Customer,58,M,4,High School,Married,$60K - $80K,Blue,53,1,3,0,13784,698,13086,0.75,13120,91,0.784,0.051
303,Existing Customer,54,F,4,Unknown,Divorced,Less than $40K,Blue,49,6,1,1,9376,1288,8088,0.597,1562,33,0.5,0.137
304,Existing Customer,36,F,2,Uneducated,Married,Less than $40K,Blue,31,3,2,1,2754,1798,956,0.769,3937,70,0.628,0.653
305,Existing Customer,36,M,2,Doctorate,Single,$40K - $60K,Blue,31,3,3,2,11558,0,11558,0.545,2220,53,0.828,0
306,Existing Customer,34,F,3,College,Married,$40K - $60K,Blue,29,4,1,2,2000,0,2000,0.782,1944,42,0.75,0
307,Existing Customer,55,M,2,Graduate,Married,$60K - $80K,Blue,50,5,2,4,2145,1207,938,0.521,1275,31,0.476,0.563
308,Existing Customer,46,M,3,Graduate,Married,$40K - $60K,Blue,41,5,2,2,2564,0,2564,1.026,2038,45,0.364,0
309,Existing Customer,32,M,0,High School,Unknown,$60K - $80K,Silver,27,2,2,2,29081,1396,27685,2.204,1538,36,0.714,0.048
310,Existing Customer,44,M,5,Uneducated,Divorced,$60K - $80K,Blue,39,5,2,0,16034,1597,14437,0.775,3628,59,0.903,0.1
311,Existing Customer,41,F,4,College,Divorced,Unknown,Blue,36,3,1,1,1438.3,0,1438.3,0.841,4539,90,0.765,0
312,Existing Customer,55,M,2,Graduate,Married,$120K +,Blue,50,3,2,0,10916,1536,9380,1.317,1592,34,1,0.141
313,Existing Customer,58,F,1,Unknown,Single,$40K - $60K,Blue,53,3,3,1,6960,1536,5424,0.437,3112,79,0.549,0.221
314,Existing Customer,42,F,3,Graduate,Married,Less than $40K,Blue,37,4,2,1,2730,1303,1427,1.308,4750,76,0.9,0.477
315,Existing Customer,49,F,5,Graduate,Single,Less than $40K,Blue,44,6,1,2,8256,864,7392,1.541,1291,33,3.714,0.105
316,Existing Customer,41,M,3,Graduate,Married,$120K +,Blue,36,2,3,2,6565,1130,5435,0.823,7729,97,0.644,0.172
317,Existing Customer,34,F,3,Graduate,Married,$40K - $60K,Blue,29,6,1,1,6169,2517,3652,1.117,4794,71,0.69,0.408
318,Existing Customer,52,M,3,Graduate,Married,$60K - $80K,Blue,47,3,3,3,8185,941,7244,0.874,4525,77,0.604,0.115
319,Existing Customer,41,F,3,Graduate,Single,Less than $40K,Blue,36,4,6,2,4133,1067,3066,0.632,16100,119,0.608,0.258
320,Existing Customer,41,F,2,Graduate,Married,$40K - $60K,Blue,36,6,2,3,2329,1271,1058,0.729,4382,70,0.667,0.546
321,Existing Customer,37,M,3,High School,Married,$60K - $80K,Blue,32,6,2,2,2253,1667,586,0.884,1641,45,0.667,0.74
322,Attrited Customer,47,F,4,Post-Graduate,Married,Unknown,Blue,42,4,4,4,6451,0,6451,0.706,2400,43,0.433,0
323,Existing Customer,48,M,2,Graduate,Divorced,$80K - $120K,Blue,43,5,3,2,6383,1436,4947,0.845,4462,88,0.66,0.225
324,Existing Customer,51,F,1,Uneducated,Single,$40K - $60K,Blue,46,5,3,2,2284,1674,610,0.784,4885,86,0.83,0.733
325,Existing Customer,54,F,3,Graduate,Married,Less than $40K,Blue,49,4,1,3,1906,1271,635,0.574,1343,37,0.682,0.667
326,Existing Customer,50,M,1,Unknown,Unknown,$120K +,Silver,45,2,2,0,34516,1514,33002,0.736,7333,72,1,0.044
327,Attrited Customer,41,M,3,Doctorate,Single,$120K +,Blue,26,3,2,2,9220,0,9220,0.733,2276,32,0.6,0
328,Attrited Customer,51,F,2,College,Married,$40K - $60K,Blue,46,3,1,3,4882,695,4187,0.508,1544,44,0.517,0.142
329,Existing Customer,50,M,2,Unknown,Single,$120K +,Blue,45,6,2,4,32719,1650,31069,0.717,4037,60,0.714,0.05
330,Existing Customer,54,F,3,High School,Married,$40K - $60K,Blue,49,5,1,2,1438.3,886,552.3,0.822,4385,91,0.717,0.616
331,Existing Customer,41,F,3,Graduate,Married,Less than $40K,Blue,36,6,6,4,2873,1247,1626,0.889,3943,80,0.702,0.434
332,Existing Customer,43,F,1,Graduate,Married,Less than $40K,Blue,38,2,2,1,2550,1421,1129,0.819,8063,72,0.714,0.557
333,Existing Customer,53,F,3,Uneducated,Single,Less than $40K,Blue,48,5,3,1,4908,1429,3479,0.745,3535,65,0.667,0.291
334,Existing Customer,47,M,5,Post-Graduate,Married,Less than $40K,Blue,41,4,2,1,3532,0,3532,0.82,3162,56,0.6,0
335,Existing Customer,41,F,2,Graduate,Married,$40K - $60K,Blue,36,6,1,3,11239,1375,9864,0.94,3978,89,0.78,0.122
336,Existing Customer,52,M,2,College,Married,$120K +,Blue,47,3,3,2,27347,719,26628,0.695,4040,77,0.674,0.026
337,Existing Customer,43,F,4,High School,Single,Less than $40K,Blue,38,1,1,1,1820,0,1820,0.708,7714,91,0.596,0
338,Existing Customer,64,F,0,Graduate,Single,Less than $40K,Blue,56,4,2,3,2294,1582,712,0.775,3951,79,0.881,0.69
339,Existing Customer,33,M,2,Doctorate,Married,$60K - $80K,Blue,28,3,3,3,4049,0,4049,0.898,1742,35,1.5,0
340,Existing Customer,53,M,2,Unknown,Divorced,$80K - $120K,Blue,48,2,1,2,15594,1590,14004,0.679,13016,118,0.616,0.102
341,Existing Customer,30,M,0,College,Married,$60K - $80K,Blue,25,2,3,1,19534,0,19534,0.616,15634,118,0.639,0
342,Existing Customer,46,M,4,Graduate,Single,$40K - $60K,Blue,41,5,3,2,6741,1745,4996,0.559,1682,46,0.438,0.259
343,Existing Customer,44,M,2,Unknown,Unknown,$60K - $80K,Blue,39,5,3,3,22075,1506,20569,0.794,2337,40,0.818,0.068
344,Existing Customer,49,F,3,College,Married,$40K - $60K,Blue,44,6,2,3,2578,1590,988,0.657,4683,89,0.618,0.617
345,Existing Customer,56,M,3,Unknown,Single,$60K - $80K,Blue,51,2,2,2,6941,1013,5928,0.552,4097,78,0.592,0.146
346,Attrited Customer,63,F,0,Graduate,Single,Less than $40K,Blue,56,5,6,3,1931,1531,400,0.778,2288,48,0.714,0.793
347,Existing Customer,45,M,1,Uneducated,Divorced,Less than $40K,Blue,40,4,3,2,2705,1334,1371,0.886,4501,67,0.675,0.493
348,Existing Customer,51,F,3,Graduate,Single,Less than $40K,Blue,46,6,3,1,2927,1499,1428,0.649,4670,70,0.944,0.512
349,Existing Customer,42,F,4,Unknown,Married,Less than $40K,Blue,37,3,1,3,2757,1785,972,0.735,3766,69,0.605,0.647
350,Existing Customer,41,M,4,Unknown,Married,$60K - $80K,Blue,36,5,3,2,1734,857,877,0.752,4741,84,0.714,0.494
351,Existing Customer,42,F,2,Uneducated,Married,Unknown,Blue,37,6,1,1,5099,958,4141,0.607,4025,73,0.521,0.188
352,Existing Customer,58,F,1,Unknown,Married,$40K - $60K,Silver,53,1,3,3,15928,1527,14401,0.838,14678,125,0.712,0.096
353,Existing Customer,50,F,2,Uneducated,Married,Unknown,Blue,45,6,1,4,5660,2401,3259,0.779,1932,35,0.346,0.424
354,Existing Customer,44,M,3,Unknown,Single,$120K +,Silver,39,2,3,1,34516,2123,32393,0.801,14242,107,0.551,0.062
355,Existing Customer,35,F,2,Doctorate,Single,Less than $40K,Blue,30,5,1,1,1438.3,0,1438.3,1.126,4006,72,0.946,0
356,Attrited Customer,61,F,0,Graduate,Single,$40K - $60K,Blue,56,3,3,4,9721,0,9721,0.826,2260,46,1,0
357,Existing Customer,39,F,1,Uneducated,Single,Less than $40K,Blue,34,3,1,4,6904,1148,5756,0.649,3485,84,0.615,0.166
358,Existing Customer,26,F,1,College,Single,Less than $40K,Blue,15,5,2,4,1438.3,737,701.3,0.806,2856,39,0.5,0.512
359,Existing Customer,60,F,1,Graduate,Married,$40K - $60K,Blue,42,5,3,3,5903,1335,4568,0.914,1137,27,0.929,0.226
360,Existing Customer,55,F,2,College,Unknown,Unknown,Blue,41,6,2,2,7613,0,7613,0.68,4268,69,0.725,0
361,Attrited Customer,44,F,2,High School,Unknown,Unknown,Gold,35,3,3,3,34516,0,34516,0.767,2227,44,0.63,0
362,Existing Customer,45,F,3,Uneducated,Single,Less than $40K,Blue,30,3,2,3,2059,1118,941,0.788,4110,71,1.152,0.543
363,Existing Customer,47,F,3,High School,Single,Less than $40K,Blue,31,5,1,3,2317,0,2317,0.57,4894,89,0.854,0
364,Existing Customer,48,F,5,Doctorate,Married,Less than $40K,Blue,33,2,1,3,5814,1176,4638,0.627,3796,74,1.056,0.202
365,Attrited Customer,63,M,0,Doctorate,Single,Unknown,Blue,47,6,4,3,7306,0,7306,0.875,2445,43,0.593,0
366,Existing Customer,44,F,4,College,Married,$40K - $60K,Blue,27,1,1,2,3183,2517,666,0.726,4017,63,0.853,0.791
367,Existing Customer,33,F,2,Graduate,Single,Less than $40K,Blue,19,3,2,3,5141,1737,3404,0.985,5859,82,0.783,0.338
368,Existing Customer,49,M,4,Graduate,Single,$80K - $120K,Blue,33,5,5,3,16435,0,16435,0.676,1721,56,0.514,0
369,Existing Customer,45,M,3,High School,Unknown,$60K - $80K,Blue,27,6,2,3,21317,0,21317,0.833,3814,67,1.03,0
370,Existing Customer,51,M,2,Unknown,Unknown,$120K +,Blue,33,6,2,2,19715,1014,18701,1.437,1979,40,0.667,0.051
371,Existing Customer,51,F,2,Graduate,Single,Less than $40K,Blue,36,4,3,1,4970,1591,3379,0.738,5023,78,0.733,0.32
372,Existing Customer,42,M,3,Uneducated,Married,$60K - $80K,Blue,25,6,2,3,13546,1720,11826,0.538,3943,73,0.698,0.127
373,Existing Customer,26,F,1,Uneducated,Single,Unknown,Blue,13,6,2,3,12007,956,11051,0.832,2678,50,0.471,0.08
374,Existing Customer,57,M,0,Uneducated,Divorced,$80K - $120K,Blue,39,4,4,3,2795,1832,963,0.839,4679,67,0.861,0.655
375,Existing Customer,32,F,2,Graduate,Single,Less than $40K,Blue,17,5,1,2,1438.3,1228,210.3,1.132,2580,67,0.971,0.854
376,Existing Customer,35,M,3,Graduate,Married,$80K - $120K,Blue,20,5,3,4,8082,2307,5775,0.637,1725,29,1.071,0.285
377,Attrited Customer,55,M,3,Unknown,Single,$60K - $80K,Blue,35,3,3,3,14266,1341,12925,0.309,1625,34,0.36,0.094
378,Existing Customer,43,F,5,Graduate,Married,Less than $40K,Blue,23,5,3,3,8597,903,7694,0.773,5173,78,0.733,0.105
379,Existing Customer,44,M,2,College,Married,$60K - $80K,Blue,27,3,1,2,19114,1754,17360,0.865,4413,69,0.725,0.092
380,Existing Customer,45,F,3,High School,Married,Less than $40K,Blue,27,4,3,2,2826,2162,664,0.924,2005,32,0.684,0.765
381,Existing Customer,56,F,3,High School,Married,Unknown,Blue,41,3,2,3,4169,1549,2620,0.768,4519,82,0.708,0.372
382,Existing Customer,55,F,0,Graduate,Married,Less than $40K,Blue,40,4,3,4,1513,725,788,0.791,4042,72,0.714,0.479
383,Existing Customer,31,M,2,Graduate,Single,Less than $40K,Blue,14,4,3,3,6933,1870,5063,0.656,15585,115,0.917,0.27
384,Existing Customer,47,F,4,Post-Graduate,Single,$40K - $60K,Blue,27,4,6,3,6885,1611,5274,0.955,3804,67,0.861,0.234
385,Existing Customer,35,M,2,Uneducated,Single,$60K - $80K,Blue,30,6,3,3,21695,1257,20438,0.793,2266,74,0.48,0.058
386,Existing Customer,39,F,4,Uneducated,Single,$40K - $60K,Blue,34,4,2,2,10264,803,9461,0.802,4003,74,0.721,0.078
387,Attrited Customer,33,M,2,Unknown,Married,$60K - $80K,Blue,28,6,2,4,1698,0,1698,0.823,2448,40,0.379,0
388,Existing Customer,39,M,2,High School,Married,$80K - $120K,Blue,34,6,3,3,8823,1541,7282,1.06,1961,32,1,0.175
389,Existing Customer,58,F,3,College,Married,Less than $40K,Blue,53,4,3,1,2493,1566,927,0.767,4867,90,0.607,0.628
390,Existing Customer,34,F,4,Graduate,Single,Unknown,Silver,29,6,2,2,30702,673,30029,0.721,2652,64,0.524,0.022
391,Existing Customer,61,F,1,High School,Single,Less than $40K,Blue,56,3,2,2,3421,2266,1155,0.659,6932,75,0.744,0.662
392,Existing Customer,44,M,2,Unknown,Married,$80K - $120K,Blue,39,6,2,2,1438.3,0,1438.3,0.871,1495,39,0.393,0
393,Existing Customer,41,M,4,Unknown,Married,Less than $40K,Blue,36,1,1,2,1950,998,952,0.619,4630,84,0.714,0.512
394,Existing Customer,42,M,4,High School,Unknown,$80K - $120K,Gold,37,5,1,2,34516,1797,32719,1.314,1534,30,0.875,0.052
395,Existing Customer,38,M,3,High School,Single,$60K - $80K,Silver,33,6,1,2,34516,1793,32723,0.767,4533,78,0.472,0.052
396,Existing Customer,36,M,2,College,Single,$80K - $120K,Blue,31,5,2,3,5821,764,5057,0.688,5291,96,0.684,0.131
397,Existing Customer,42,M,2,High School,Unknown,$40K - $60K,Blue,37,6,2,3,2993,2249,744,0.863,4106,81,0.528,0.751
398,Existing Customer,47,F,2,Doctorate,Married,$40K - $60K,Blue,42,2,3,1,3256,2035,1221,0.655,7075,89,0.648,0.625
399,Existing Customer,48,F,1,Doctorate,Married,Less than $40K,Blue,43,2,3,1,2559,1514,1045,0.57,4117,69,0.643,0.592
400,Existing Customer,46,M,1,Graduate,Single,$80K - $120K,Blue,41,4,2,3,8916,0,8916,0.631,2773,62,0.676,0
401,Existing Customer,57,M,2,High School,Single,$80K - $120K,Blue,52,6,3,4,32409,0,32409,0.943,4218,66,0.571,0
402,Attrited Customer,56,M,0,College,Married,$80K - $120K,Blue,51,3,2,3,14501,0,14501,0.854,1031,25,0.389,0
403,Existing Customer,45,M,2,Doctorate,Married,$80K - $120K,Blue,40,6,3,1,11710,693,11017,0.914,1749,50,0.429,0.059
404,Existing Customer,58,F,2,Uneducated,Married,$40K - $60K,Blue,53,6,2,3,2019,1380,639,1.158,2005,62,0.59,0.684
405,Existing Customer,50,M,4,High School,Divorced,$80K - $120K,Blue,45,4,2,2,1687,992,695,0.721,4342,82,0.783,0.588
406,Existing Customer,50,M,1,Unknown,Married,$80K - $120K,Blue,45,5,2,2,33951,0,33951,0.822,1567,44,0.467,0
